entity,coupled,degree,average-revs
packages/react-markup/src/ReactMarkupServer.js,packages/react-server-dom-webpack/src/client/ReactFlightDOMClientBrowser.js,62,8
packages/react-markup/src/ReactMarkupServer.js,packages/react-server-dom-turbopack/src/client/ReactFlightDOMClientBrowser.js,62,8
packages/react-devtools-shared/src/backendAPI.js,packages/react-devtools-shared/src/frontend/types.js,61,18
.github/workflows/runtime_prereleases.yml,.github/workflows/shared_lint.yml,61,13
package.json,yarn.lock,60,35
.github/workflows/runtime_prereleases.yml,.github/workflows/runtime_releases_from_npm_manual.yml,60,17
.github/workflows/runtime_eslint_plugin_e2e.yml,.github/workflows/runtime_releases_from_npm_manual.yml,60,15
.github/workflows/compiler_typescript.yml,.github/workflows/runtime_eslint_plugin_e2e.yml,60,12
packages/react-dom-bindings/src/server/ReactFizzConfigDOMLegacy.js,packages/react-noop-renderer/src/ReactNoopServer.js,60,12
.github/workflows/compiler_playground.yml,.github/workflows/compiler_prereleases.yml,60,10
.github/workflows/devtools_regression_tests.yml,.github/workflows/shared_lint.yml,60,10
packages/react-native-renderer/src/ReactFiberConfigNative.js,packages/react-reconciler/src/forks/ReactFiberConfig.custom.js,59,22
packages/react-dom-bindings/src/server/ReactFizzConfigDOM.js,packages/react-dom-bindings/src/server/ReactFizzConfigDOMLegacy.js,59,19
packages/react-devtools-shared/src/backend/agent.js,packages/react-devtools-shared/src/bridge.js,59,14
packages/shared/forks/ReactFeatureFlags.test-renderer.www.js,packages/shared/forks/ReactFeatureFlags.www-dynamic.js,58,46
packages/react-reconciler/src/ReactFiberRoot.js,packages/react-reconciler/src/ReactInternalTypes.js,58,16
.github/workflows/runtime_eslint_plugin_e2e.yml,.github/workflows/runtime_prereleases.yml,58,16
packages/react-dom-bindings/src/server/ReactFizzConfigDOMLegacy.js,packages/react-server/src/forks/ReactFizzConfig.custom.js,58,9
packages/react/index.experimental.js,packages/react/index.js,58,9
packages/react-markup/src/ReactMarkupServer.js,packages/react-server-dom-parcel/src/client/ReactFlightDOMClientBrowser.js,58,9
packages/react/index.experimental.js,packages/react/src/ReactServer.experimental.js,58,9
packages/react/index.experimental.development.js,packages/react/index.fb.js,58,9
packages/react-devtools-shared/src/devtools/views/SuspenseTab/SuspenseRects.css,packages/react-devtools-shared/src/devtools/views/SuspenseTab/SuspenseRects.js,57,19
packages/react-reconciler/src/ReactFiberConfigWithNoMutation.js,packages/react-reconciler/src/forks/ReactFiberConfig.custom.js,57,14
.github/workflows/compiler_prereleases.yml,.github/workflows/devtools_regression_tests.yml,57,11
packages/shared/forks/ReactFeatureFlags.native-fb.js,packages/shared/forks/ReactFeatureFlags.www-dynamic.js,56,48
packages/react-devtools-shared/src/backend/types.js,packages/react-devtools-shared/src/frontend/types.js,56,23
packages/react-noop-renderer/src/createReactNoop.js,packages/react-reconciler/src/forks/ReactFiberConfig.custom.js,56,23
packages/react-devtools-shared/src/devtools/views/SuspenseTab/SuspenseTab.css,packages/react-devtools-shared/src/devtools/views/SuspenseTab/SuspenseTab.js,56,20
packages/react-markup/src/ReactFizzConfigMarkup.js,packages/react-server/src/forks/ReactFizzConfig.custom.js,55,9
packages/react-debug-tools/src/ReactDebugHooks.js,packages/react/src/ReactHooks.js,55,9
packages/react/index.experimental.development.js,packages/react/src/ReactServer.experimental.js,55,9
packages/react/index.experimental.development.js,packages/react/index.js,55,9
compiler/apps/playground/next-env.d.ts,compiler/apps/playground/yarn.lock,55,9
packages/shared/forks/ReactFeatureFlags.native-fb-dynamic.js,packages/shared/forks/ReactFeatureFlags.www.js,54,44
compiler/apps/playground/components/Editor/ConfigEditor.tsx,compiler/apps/playground/components/Editor/EditorImpl.tsx,54,17
compiler/apps/playground/components/Editor/ConfigEditor.tsx,compiler/apps/playground/components/Editor/Input.tsx,54,11
packages/shared/forks/ReactFeatureFlags.native-oss.js,packages/shared/forks/ReactFeatureFlags.www-dynamic.js,53,47
packages/shared/forks/ReactFeatureFlags.native-fb-dynamic.js,packages/shared/forks/ReactFeatureFlags.test-renderer.www.js,53,42
packages/shared/forks/ReactFeatureFlags.test-renderer.js,packages/shared/forks/ReactFeatureFlags.www-dynamic.js,52,46
packages/shared/forks/ReactFeatureFlags.native-fb-dynamic.js,packages/shared/forks/ReactFeatureFlags.native-oss.js,52,42
packages/shared/forks/ReactFeatureFlags.native-fb-dynamic.js,packages/shared/forks/ReactFeatureFlags.test-renderer.native-fb.js,52,40
compiler/apps/playground/components/Editor/Input.tsx,compiler/apps/playground/components/Editor/Output.tsx,52,12
packages/react/index.development.js,packages/react/src/ReactClient.js,52,10
packages/shared/forks/ReactFeatureFlags.test-renderer.native-fb.js,packages/shared/forks/ReactFeatureFlags.www-dynamic.js,51,45
packages/shared/forks/ReactFeatureFlags.native-fb-dynamic.js,packages/shared/forks/ReactFeatureFlags.test-renderer.js,51,41
packages/react-devtools-shared/src/backend/legacy/renderer.js,packages/react-devtools-shared/src/frontend/types.js,51,20
packages/react-reconciler/src/ReactFiberConfigWithNoMutation.js,packages/react-test-renderer/src/ReactFiberConfigTestHost.js,51,16
compiler/package.json,compiler/yarn.lock,51,16
.github/workflows/devtools_regression_tests.yml,.github/workflows/runtime_releases_from_npm_manual.yml,51,14
compiler/packages/babel-plugin-react-compiler/src/Entrypoint/Pipeline.ts,compiler/packages/babel-plugin-react-compiler/src/HIR/Environment.ts,50,34
packages/shared/forks/ReactFeatureFlags.native-fb-dynamic.js,packages/shared/forks/ReactFeatureFlags.www-dynamic.js,50,32
packages/react-noop-renderer/src/createReactNoop.js,packages/react-reconciler/src/ReactFiberConfigWithNoMutation.js,50,18
.github/workflows/devtools_regression_tests.yml,.github/workflows/runtime_prereleases.yml,50,14
.github/workflows/compiler_prereleases.yml,.github/workflows/runtime_eslint_plugin_e2e.yml,50,12
.github/workflows/compiler_playground.yml,.github/workflows/runtime_eslint_plugin_e2e.yml,50,12
packages/react/index.fb.js,packages/react/src/ReactClient.js,50,10
compiler/apps/playground/next-env.d.ts,compiler/apps/playground/package.json,50,10
packages/react-art/src/ReactFiberConfigART.js,packages/react-reconciler/src/__tests__/ReactFiberHostContext-test.internal.js,50,10
compiler/apps/playground/components/Editor/ConfigEditor.tsx,compiler/apps/playground/lib/defaultStore.ts,50,10
compiler/apps/playground/components/Editor/EditorImpl.tsx,compiler/apps/playground/components/Editor/Input.tsx,48,15
compiler/packages/babel-plugin-react-compiler/src/Inference/DropManualMemoization.ts,compiler/packages/babel-plugin-react-compiler/src/Validation/ValidateExhaustiveDependencies.ts,48,15
packages/react-reconciler/src/ReactFiberCommitHostEffects.js,packages/react-reconciler/src/forks/ReactFiberConfig.custom.js,48,15
.github/workflows/compiler_typescript.yml,.github/workflows/runtime_releases_from_npm_manual.yml,48,13
packages/shared/ReactFeatureFlags.js,packages/shared/forks/ReactFeatureFlags.www-dynamic.js,47,49
packages/shared/ReactFeatureFlags.js,packages/shared/forks/ReactFeatureFlags.native-fb-dynamic.js,47,44
packages/react-native-renderer/src/ReactFiberConfigNative.js,packages/react-reconciler/src/ReactFiberConfigWithNoMutation.js,47,17
packages/react-reconciler/src/ReactFiberApplyGesture.js,packages/react-reconciler/src/ReactFiberCommitViewTransitions.js,47,17
packages/react-devtools-shared/src/constants.js,packages/react-devtools-shared/src/devtools/views/Profiler/CommitTreeBuilder.js,47,11
packages/react/src/ReactClient.js,packages/react/src/ReactServer.experimental.js,47,11
packages/react/index.js,packages/react/src/ReactClient.js,47,11
compiler/apps/playground/components/Editor/Output.tsx,compiler/apps/playground/components/TabbedWindow.tsx,47,11
compiler/packages/babel-plugin-react-compiler/src/Validation/ValidateExhaustiveDependencies.ts,compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/error.invalid-exhaustive-deps.expect.md,47,11
packages/react-devtools-shared/src/devtools/store.js,packages/react-devtools-shared/src/devtools/views/Profiler/CommitTreeBuilder.js,46,24
compiler/packages/babel-plugin-react-compiler/package.json,compiler/yarn.lock,46,15
packages/react-devtools-shared/src/devtools/views/Components/InspectedElementSharedStyles.css,packages/react-devtools-shared/src/devtools/views/Components/InspectedElementSuspendedBy.js,46,15
.github/workflows/compiler_playground.yml,.github/workflows/runtime_releases_from_npm_manual.yml,46,13
.github/workflows/compiler_typescript.yml,.github/workflows/runtime_prereleases.yml,46,13
.github/workflows/compiler_prereleases.yml,.github/workflows/runtime_releases_from_npm_manual.yml,46,13
scripts/rollup/bundles.js,scripts/shared/inlinedHostConfigs.js,46,13
packages/react-devtools-shared/src/devtools/views/SuspenseTab/SuspenseTab.css,packages/react-devtools-shared/src/devtools/views/SuspenseTab/SuspenseTimeline.css,45,11
packages/react-devtools-shared/src/backendAPI.js,packages/react-devtools-shared/src/devtools/views/Components/InspectedElementView.js,45,11
packages/react-devtools-shared/src/devtools/views/SuspenseTab/SuspenseTimeline.js,packages/react-devtools-shared/src/devtools/views/SuspenseTab/SuspenseTreeContext.js,44,18
packages/react-dom-bindings/src/server/ReactFizzConfigDOM.js,packages/react-noop-renderer/src/ReactNoopServer.js,44,18
.github/workflows/compiler_playground.yml,.github/workflows/runtime_prereleases.yml,44,14
.github/workflows/compiler_prereleases.yml,.github/workflows/runtime_prereleases.yml,44,14
packages/react-reconciler/src/ReactFiberHooks.js,packages/react-reconciler/src/ReactInternalTypes.js,43,26
packages/react-server-dom-webpack/src/__tests__/ReactFlightDOMEdge-test.js,packages/react-server-dom-webpack/src/__tests__/ReactFlightDOMNode-test.js,43,21
packages/react-devtools-shared/src/devtools/store.js,packages/react-devtools-shared/src/utils.js,42,29
packages/react-dom/src/__tests__/ReactDOMFizzServer-test.js,packages/react-dom/src/__tests__/ReactDOMFloat-test.js,42,26
packages/react-reconciler/src/ReactFiberPerformanceTrack.js,packages/react-reconciler/src/ReactProfilerTimer.js,42,21
packages/react-dom/src/__tests__/ReactDOMFragmentRefs-test.js,packages/react-reconciler/src/ReactFiberTreeReflection.js,42,17
fixtures/dom/src/components/fixtures/fragment-refs/index.js,packages/react-dom/src/__tests__/ReactDOMFragmentRefs-test.js,42,14
packages/react-reconciler/src/ReactFiber.js,packages/react-reconciler/src/ReactFiberCompleteWork.js,41,17
compiler/apps/playground/components/Editor/EditorImpl.tsx,compiler/apps/playground/components/Editor/Output.tsx,41,17
compiler/packages/eslint-plugin-react-compiler/package.json,compiler/yarn.lock,41,15
compiler/packages/snap/package.json,compiler/yarn.lock,41,15
packages/react-reconciler/src/ReactInternalTypes.js,packages/react-server/src/ReactFizzHooks.js,41,15
packages/react-reconciler/src/ReactInternalTypes.js,packages/react/src/ReactHooks.js,41,15
compiler/packages/react-mcp-server/package.json,compiler/yarn.lock,41,15
packages/react-reconciler/src/ReactFiberConfigWithNoHydration.js,packages/react-reconciler/src/forks/ReactFiberConfig.custom.js,41,12
packages/react-devtools-shared/src/devtools/views/Components/InspectedElement.js,packages/react-devtools-shared/src/devtools/views/Components/InspectedElementView.js,41,12
packages/react-client/src/ReactFlightClient.js,packages/react-server/src/ReactFlightServer.js,40,81
packages/react-reconciler/src/ReactFiberBeginWork.js,packages/react-reconciler/src/ReactFiberCompleteWork.js,40,32
packages/react-devtools-extensions/src/main/index.js,packages/react-devtools-shared/src/devtools/views/DevTools.js,40,15
packages/react-devtools-shared/src/frontend/types.js,packages/react-devtools-shared/src/utils.js,39,23
packages/react-server-dom-webpack/src/__tests__/ReactFlightDOMBrowser-test.js,packages/react-server-dom-webpack/src/__tests__/ReactFlightDOMEdge-test.js,39,21
packages/react-server/src/ReactFlightServer.js,packages/react-server/src/__tests__/ReactFlightAsyncDebugInfo-test.js,38,60
packages/react-dom-bindings/src/client/ReactFiberConfigDOM.js,packages/react-test-renderer/src/ReactFiberConfigTestHost.js,38,58
packages/react-client/src/ReactFlightClient.js,packages/react-client/src/__tests__/ReactFlight-test.js,38,55
packages/react-dom/src/__tests__/ReactDOMFizzServer-test.js,packages/react-server/src/ReactFizzServer.js,38,50
packages/react-reconciler/src/ReactFiberWorkLoop.js,packages/react-test-renderer/src/ReactFiberConfigTestHost.js,38,44
.github/workflows/devtools_regression_tests.yml,.github/workflows/runtime_build_and_test.yml,38,26
packages/react-server/src/ReactFlightServerConfigDebugNode.js,packages/react-server/src/__tests__/ReactFlightAsyncDebugInfo-test.js,38,24
packages/react-server-dom-webpack/src/__tests__/ReactFlightDOMBrowser-test.js,packages/react-server-dom-webpack/src/__tests__/ReactFlightDOMNode-test.js,38,18
compiler/packages/babel-plugin-react-compiler/src/Entrypoint/Options.ts,compiler/packages/babel-plugin-react-compiler/src/Entrypoint/Program.ts,38,18
packages/react-devtools-shared/src/devtools/views/Profiler/CommitTreeBuilder.js,packages/react-devtools-shared/src/frontend/types.js,38,18
packages/react-devtools-shared/src/constants.js,packages/react-devtools-shared/src/utils.js,38,16
packages/react-server-dom-webpack/src/__tests__/ReactFlightDOM-test.js,packages/react-server-dom-webpack/src/__tests__/ReactFlightDOMBrowser-test.js,38,16
packages/react-devtools-shared/src/devtools/views/SuspenseTab/SuspenseTimeline.css,packages/react-devtools-shared/src/devtools/views/SuspenseTab/SuspenseTimeline.js,38,16
packages/react-dom-bindings/src/client/ReactFiberConfigDOM.js,packages/react-native-renderer/src/ReactFiberConfigNative.js,37,59
packages/react-native-renderer/src/ReactFiberConfigNative.js,packages/react-reconciler/src/ReactFiberWorkLoop.js,37,46
packages/react-devtools-shared/src/devtools/store.js,packages/react-devtools-shared/src/frontend/types.js,37,30
compiler/packages/babel-plugin-react-compiler/src/Entrypoint/Imports.ts,compiler/packages/babel-plugin-react-compiler/src/Entrypoint/Program.ts,37,14
compiler/apps/playground/components/Editor/EditorImpl.tsx,compiler/apps/playground/components/TabbedWindow.tsx,37,14
packages/react-reconciler/src/__tests__/ReactFiberHostContext-test.internal.js,packages/react-test-renderer/src/ReactFiberConfigTestHost.js,37,14
packages/react-reconciler/src/ReactFiberLane.js,packages/react-reconciler/src/ReactFiberRootScheduler.js,37,14
packages/react-dom/src/__tests__/ReactDOMFizzStaticBrowser-test.js,packages/react-server-dom-webpack/src/__tests__/ReactFlightDOM-test.js,37,14
.github/workflows/runtime_build_and_test.yml,.github/workflows/runtime_eslint_plugin_e2e.yml,36,28
packages/react-dom-bindings/src/server/ReactFizzConfigDOM.js,packages/react-dom/src/__tests__/ReactDOMFloat-test.js,36,22
packages/react-devtools-shared/src/devtools/views/SuspenseTab/SuspenseRects.js,packages/react-devtools-shared/src/devtools/views/SuspenseTab/SuspenseTreeContext.js,36,19
packages/react-dom/src/__tests__/ReactDOMFizzStaticBrowser-test.js,packages/react-dom/src/__tests__/ReactDOMFloat-test.js,36,17
packages/react-devtools-shared/src/constants.js,packages/react-devtools-shared/src/frontend/types.js,36,17
compiler/packages/babel-plugin-react-compiler/src/HIR/BuildHIR.ts,compiler/packages/babel-plugin-react-compiler/src/ReactiveScopes/CodegenReactiveFunction.ts,35,23
packages/react-server/src/ReactFlightAsyncSequence.js,packages/react-server/src/__tests__/ReactFlightAsyncDebugInfo-test.js,35,20
packages/react-reconciler/src/ReactFiberGestureScheduler.js,packages/react-reconciler/src/ReactFiberHooks.js,35,20
.github/workflows/devtools_regression_tests.yml,.github/workflows/runtime_commit_artifacts.yml,35,17
packages/react-devtools-shared/src/backendAPI.js,packages/react-devtools-shared/src/devtools/views/Components/InspectedElementSuspendedBy.js,35,17
packages/react-devtools-shared/src/__tests__/store-test.js,packages/react-devtools-shared/src/backend/fiber/renderer.js,34,67
packages/react-dom-bindings/src/server/ReactFizzConfigDOM.js,packages/react-dom/src/__tests__/ReactDOMFizzServer-test.js,34,29
fixtures/view-transition/src/components/Page.js,packages/react-test-renderer/src/ReactFiberConfigTestHost.js,34,29
packages/eslint-plugin-react-hooks/package.json,yarn.lock,34,26
scripts/rollup/build.js,scripts/rollup/bundles.js,34,15
packages/react-devtools-shared/src/backend/fiber/renderer.js,packages/react-devtools-shared/src/frontend/types.js,33,64
packages/react-dom-bindings/src/client/ReactFiberConfigDOM.js,packages/react-noop-renderer/src/createReactNoop.js,33,60
packages/react-dom-bindings/src/client/ReactFiberConfigDOM.js,packages/react-reconciler/src/forks/ReactFiberConfig.custom.js,33,56
compiler/packages/babel-plugin-react-compiler/src/HIR/HIR.ts,compiler/packages/babel-plugin-react-compiler/src/HIR/PrintHIR.ts,33,21
packages/react-reconciler/src/ReactFiberHooks.js,packages/react/src/ReactHooks.js,33,18
packages/react-native-renderer/src/ReactFiberConfigNative.js,packages/react-reconciler/src/__tests__/ReactFiberHostContext-test.internal.js,33,15
compiler/packages/babel-plugin-react-compiler/src/HIR/BuildHIR.ts,compiler/packages/babel-plugin-react-compiler/src/HIR/HIRBuilder.ts,33,15
packages/react-dom-bindings/src/server/ReactFizzConfigDOM.js,packages/react-server/src/forks/ReactFizzConfig.custom.js,33,15
packages/react-devtools-shared/src/backend/fiber/renderer.js,packages/react-devtools-shared/src/backend/types.js,32,63
packages/react-noop-renderer/src/createReactNoop.js,packages/react-reconciler/src/ReactFiberWorkLoop.js,32,47
packages/react-markup/src/ReactFizzConfigMarkup.js,packages/react-server/src/ReactFizzServer.js,32,40
fixtures/view-transition/src/components/Page.js,packages/react-native-renderer/src/ReactFiberConfigNative.js,32,31
packages/react-native-renderer/src/ReactFiberConfigFabric.js,packages/react-native-renderer/src/ReactFiberConfigNative.js,32,28
.github/workflows/runtime_build_and_test.yml,.github/workflows/shared_lint.yml,32,25
packages/react-devtools-shared/src/__tests__/store-test.js,packages/react-devtools-shared/src/__tests__/storeComponentFilters-test.js,32,22
packages/react-devtools-extensions/src/main/index.js,packages/react-devtools-shared/src/bridge.js,32,19
compiler/apps/playground/components/Editor/EditorImpl.tsx,compiler/packages/babel-plugin-react-compiler/src/Utils/TestUtils.ts,32,16
fixtures/view-transition/src/components/Page.js,packages/react-noop-renderer/src/createReactNoop.js,31,32
fixtures/view-transition/src/components/Page.js,packages/react-art/src/ReactFiberConfigART.js,31,26
.github/workflows/compiler_playground.yml,.github/workflows/runtime_build_and_test.yml,31,26
compiler/packages/babel-plugin-react-compiler/src/HIR/HIR.ts,compiler/packages/babel-plugin-react-compiler/src/HIR/ObjectShape.ts,31,23
packages/react-client/src/ReactFlightPerformanceTrack.js,packages/react-reconciler/src/ReactFiberPerformanceTrack.js,31,22
compiler/packages/babel-plugin-react-compiler/src/HIR/Globals.ts,compiler/packages/babel-plugin-react-compiler/src/HIR/HIR.ts,31,22
packages/react-devtools-shared/src/__tests__/profilingCommitTreeBuilder-test.js,packages/react-devtools-shared/src/__tests__/store-test.js,31,19
packages/react-server-dom-turbopack/src/client/ReactFlightDOMClientEdge.js,packages/react-server-dom-webpack/src/__tests__/ReactFlightDOMEdge-test.js,31,16
packages/react-dom/src/__tests__/ReactDOMFizzStaticBrowser-test.js,packages/react-server-dom-webpack/src/__tests__/ReactFlightDOMBrowser-test.js,31,16
packages/react-server-dom-webpack/src/__tests__/ReactFlightDOMEdge-test.js,packages/react-server-dom-webpack/src/client/ReactFlightDOMClientEdge.js,31,16
packages/react-devtools-shared/src/backend/types.js,packages/react-devtools-shared/src/devtools/views/Components/InspectedElementView.js,31,16
packages/react-noop-renderer/src/createReactNoop.js,packages/react-reconciler/src/__tests__/ReactFiberHostContext-test.internal.js,31,16
packages/react-dom-bindings/src/server/ReactFizzConfigDOM.js,packages/react-server/src/ReactFizzServer.js,30,46
packages/react-dom-bindings/src/server/ReactFizzConfigDOM.js,packages/react-dom/src/__tests__/ReactDOMFizzStaticBrowser-test.js,30,20
packages/react-debug-tools/src/ReactDebugHooks.js,packages/react-reconciler/src/ReactInternalTypes.js,30,17
compiler/packages/babel-plugin-react-compiler/src/Inference/InferMutationAliasingEffects.ts,compiler/packages/babel-plugin-react-compiler/src/Inference/InferMutationAliasingRanges.ts,30,17
packages/react-reconciler/src/ReactFiberGestureScheduler.js,packages/react-test-renderer/src/ReactFiberConfigTestHost.js,30,17
packages/react-server-dom-parcel/src/client/ReactFlightDOMClientEdge.js,packages/react-server-dom-webpack/src/__tests__/ReactFlightDOMEdge-test.js,30,17
packages/react-server-dom-esm/src/client/ReactFlightDOMClientNode.js,packages/react-server-dom-webpack/src/__tests__/ReactFlightDOMEdge-test.js,30,17
.github/workflows/compiler_playground.yml,.github/workflows/runtime_commit_artifacts.yml,30,17
